"predicate","response"
"Mexican",0
"prime",0
"maritime",0
"parliamentary",0
"clean",0.63
"single",0
"imminent",0
"private",0
"yellow",0
"fancy",0.59
"commercial",0
"cuddly",0.72
"upcoming",0.01
"gay",0.85
"presidential",0.65
"Egyptian",0.03
"electrical",0.1
"black",0.12
"terrorist",0.53
"integral",0.11
"specific",0.2
"bright",0.11
"worldwide",0.08
"lucky",0.87
"fat",0.65
"eminent",0.12
"lifelong",0.08
"cheap",0.76
"useful",0.76
"European",0.13
"prime",0.14
"immediate",0.69
"daily",0.21
"basic",0.69
"fundamental",0.58
"innocent",0.6
"Thai",0
"Israeli",0.07
"eastern",0.3
"happy",0.62
"next",0.16
"dominant",0.6
"brave",0.66
"orthographic",0.26
"pleasant",0.74
"fanatic",0.74
"American",0.2
"simultaneous",0.11
"long",0.77
"eminent",0.7
"Bangladeshi",0.18
"accurate",0.14
"qualified",0.52
"specific",0.71
"professional",0.93
"mental",0.27
"affluent",0.72
"polygamous",0.1
"lone",0.05
"Pakistani",0.17
"major",0.56
"golden",0.32
"Muslim",0.17
"smart",0.74
"expensive",0.95
"dead",0.06
"exquisite",0.67
"excellent",0.79
"Australian",0.13
"notable",0.82
"musical",0.04
"Jamaican",0.14
"eminent",0.83
"corporate",0.17
"rural",0.2
"fat",0
"shrill",0.68
"wireless",0.87
"psychological",0.84
"cute",0
"accurate",0.87
"smooth",0.78
"important",0.13
"Parisian",0.93
"cheap",0.28
"Australian",0.96
"persistent",0.74
"elaborate",0.89
"technical",0.86
"pertinent",0.21
"sunny",1
"lovely",0.07
"fond",0.93
"crappy",0.16
"Israeli",1
"British",1
"foreign",0.51
"ulterior",0.82
"presidential",1
"Christian",1
"legal",0.86
"dark",0.44
"polygamous",0.2
"conventional",0.37
"democratic",0.77
"right",0.62
"substantial",0.38
"chemical",0.11
"pure",0.23
"private",0.67
"usual",0.82
"single",0.18
"nearby",0.53
"fleeting",0.39
"custom",0.22
"sunny",0.18
"adorable",0.88
"Moslem",0
"formal",0.22
"delicious",0.86
"chronic",0.27
"near",0.67
"radical",0.83
"civic",0.18
"commercial",0.2
"historical",0
"silky",0.69
"outer",0.34
"final",0.2
"false",0
"vulnerable",0.62
"multiple",0.36
"immediate",0.12
"black",0.83
"wealthy",0.93
"male",0.71
"Lebanese",0.67
"historical",0.13
"radical",0.56
"bloody",0.13
"above",0.07
"beautiful",0.9
"aggressive",0.7
"unique",0.96
"Australian",0.36
"European",0.31
"excellent",0.81
"fine",0.88
"integral",0.05
"near",0.16
"silky",0.18
"Muslim",0.37
"related",0.15
"Mediterranean",0.33
"appetizing",0.95
"Palestinian",0.34
"light",0.12
"happy",0.89
"close",0.13
"ideological",0.17
"female",0.63
"imminent",0.09
"moral",0
"schizophrenic",0
"ulterior",0.8
"plain",0.86
"sophisticated",0.84
"severe",0.84
"ideological",0.06
"Italian",0.19
"annual",0.47
"military",0.44
"uninterrupted",0.8
"burdensome",0.76
"negative",0.43
"musical",0.17
"Lebanese",0.22
"sweet",0.94
"substantive",0.53
"outer",0.52
"poor",0.79
"former",0.05
"ecological",0.27
"parochial",0.57
"unlawful",0.18
"black",0.01
"fitted",0.63
"useful",0.65
"bad",0.79
"conversational",0.44
"alternative",0.74
"custom",0.4
"unlawful",0.98
"immediate",0.98
"military",0.98
"excellent",1
"former",0.97
"kindly",0.98
"large",0.06
"tiny",0.07
"negative",0.57
"Jamaican",0.05
"fluid",0.01
"sudden",0.04
"urgent",0.04
"universal",0.02
"loving",0.64
"young",0.5
"different",0.78
"direct",0.08
"radical",0.53
"desperate",0.52
"innocent",0.66
"musical",0.08
"expensive",0.49
"dirty",0.3
"classical",0.04
"flashy",0.05
"horrible",0.55
"imposing",0.05
"northern",0.02
"full",0.04
"parliamentary",0.82
"next",0.58
"continental",0.84
"intractable",0.61
"forceful",0.77
"social",0.51
"official",0.68
"little",0.57
"wrong",0.8
"excellent",0.52
"financial",0.77
"conventional",0.94
"golden",0.89
"substantial",0.86
"confidential",0.27
"crappy",0.53
"sufficient",0.43
"radical",0.61
"mobile",0.5
"Russian",0.6
"early",0.4
"polygamous",0.56
"sunny",0.46
"appetizing",0.64
"classical",0.53
"full",0.66
"friendly",0.44
"Christian",0.59
"fine",0.42
"hopeless",0.63
"shrill",0.8
"actual",0
"federal",0
"big",1
"final",0.21
"multiple",0
"handsome",1
"mountainous",0.21
"honest",1
"necessary",1
"satisfactory",1
"chemical",0
"corrupt",0.85
"biological",0
"horrendous",1
"dark",0.77
"tricky",0.84
"unusual",1
"eastern",0
"square",0
"territorial",0.8
"aggressive",1
"substantial",1
"Pakistani",0
"disgusting",1
"limited",0.81
"interesting",1
"wireless",0
"worldwide",0
"intractable",1
"economic",0.15
"basic",0.92
"light",0.5
"Italian",0.06
"critical",0.85
"fundamental",0.22
"blind",0.59
"outer",0.18
"Mediterranean",0.02
"clean",1
"Republican",0.93
"cold",0.33
"northern",0.01
"shrill",0.97
"covert",0.34
"Israeli",0.01
"electoral",0.05
"affluent",0.96
"short",0.97
"unknown",0.53
"great",0.99
"foreign",0
"false",0.67
"cultural",0.61
"difficult",0.84
"absolute",0
"Egyptian",0.04
"radical",0.84
"young",0.56
"important",0.75
"cute",0.88
"necessary",0.65
"vested",0.38
"fundamental",0.1
"absolute",0.14
"Egyptian",0.02
"Republican",0.05
"final",0.78
"universal",0.79
"horrendous",0.99
"organized",0.15
"lucky",0.94
"free",0.87
"territorial",0.64
"fitted",0.17
"hopeless",0.83
"recent",0.15
"Iranian",0.03
"sophisticated",0.79
"wide",0.84
"happy",0.82
"dominant",0.37
"expensive",0.22
"lonely",0.8
"fleeting",0.74
"notable",0.81
"mountainous",0.59
"nasty",0.9
"large",0.76
"covert",0.69
"serious",0.7
"religious",0.33
"additional",0.64
"elaborate",0.77
"strong",0.37
"wonderful",0.94
"Malaysian",0.06
"amazing",0.75
"strategic",0.61
"corporate",0.35
"authentic",0.25
"happy",0.96
"beautiful",0.96
"mere",0.87
"persistent",0.64
"long",0.84
"logical",0.44
"absolute",0.03
"negative",0.29
"American",0.15
"universal",0.06
"whole",0.13
"fleeting",0.63
"silent",0.13
"enormous",0.68
"flashy",0.77
"southwestern",0.12
"civil",0.4
"bland",0.81
"female",0.01
"blue",0.21
"near",0.76
"asymmetrical",0.46
"serious",0.23
"radical",0.32
"polygamous",0.03
"tripartite",0.51
"creative",0.84
"multiple",0
"irate",0.7
"Mediterranean",0
"typical",0.66
"forceful",0.45
"significant",0.88
"global",0
"prime",0.4
"orthographic",0.15
"burdensome",0.82
"Sicilian",0
"technical",0.61
"necessary",0.68
"fleeting",0.22
"tremendous",1
"inaugural",0
"diligent",0.6
"traditional",0.68
"minor",0.81
"out",0
"wealthy",0.59
"spontaneous",0.25
"smooth",0.8
"tactical",0.39
"sudden",0.31
"political",0.68
"custom",0.54
"good",0.7
"intractable",0.38
"simultaneous",0.33
"legit",0.44
"male",0.08
"chemical",0.01
"new",0.47
"unusual",0.68
"French",0.38
"inaugural",0.3
"wet",0.64
"hard",0.67
"elaborate",0.64
"poor",0.71
"basic",0.72
"affluent",0.67
"specific",0.32
"close",0.65
"disgruntled",0.64
"fleeting",0.48
"Republican",0.21
"conventional",0.55
"tripartite",0.46
"medical",0.19
"past",0.55
"nasty",1
"natural",0.66
"chemical",0.04
"inside",0.07
"fanatic",0.81
"central",0.49
"Egyptian",0.11
"vegetarian",0.25
"lifelong",0.17
"schizophrenic",0.66
"unlawful",0.43
"funny",0.99
"former",0.34
"expensive",1
"classical",0.89
"pure",0.85
"nuclear",0.48
"monthly",0.12
"different",0.9
"scratchy",0.68
"long",0.81
"local",0.32
"friendly",0.82
"preposterous",0.82
"flashy",0.89
"male",0.02
"fluid",0.57
"black",0.07
"temporary",0.56
"strategic",0.86
"Israeli",0.03
"difficult",0.64
"gay",0.35
"Asian",0.04
"intractable",0.58
"spiritual",0.72
"radical",0.59
"solar",0.11
"Sicilian",0.02
"urgent",0.47
"terrorist",0.49
"ideological",0.61
"cute",0.87
"democratic",0.36
"dear",0.88
"full",0.5
"logical",0.52
"wide",0.49
"hopeless",0.86
"multiple",0.03
"Indian",0.03
"physical",0.04
"cold",0.5
"lovely",0.88
"pertinent",0.59
"professional",0.7
"sudden",0.61
"hard",0.48
"blue",0.16
"French",0.03
"ancient",0.66
"naval",0.06
"new",0.84
"brave",0.38
"bad",0.78
"vested",0.46
"numerous",0.14
"multiple",0.1
"strong",0.22
"handsome",0.65
"virtual",0.28
"cold",0.8
"Mediterranean",0.1
"commercial",0.72
"whole",0.5
"next",0.23
"sudden",0.75
"eminent",0.14
"corporate",0.84
"top",0.9
"severe",0.73
"cortical",0.78
"cultural",0.22
"potent",0.18
"asymmetrical",0.08
"global",0.98
"fitted",0.35
"Vietnamese",0.14
"public",0.65
"desperate",0.81
"coincidental",0.49
"cold",0.23
"wealthy",0.36
"silent",0.15
"wrong",0.68
"electrical",0.51
"major",0.5
"international",0.53
"sufficient",0.64
"uninterrupted",0.68
"Moslem",0.5
"dark",0.04
"outer",0.49
"additional",0.61
"classical",0.68
"prime",0.69
"exact",0.76
"vegetarian",0.03
"top",0.18
"public",0.45
"honest",0.72
"dead",0.12
"strong",0.79
"authentic",0.77
"confidential",0.49
"square",0.06
"cuddly",0.75
"technical",0.75
"interesting",0.85
"continental",0.48
"fancy",0.29
"disgruntled",0.34
"central",0.31
"sick",0.38
"human",0.16
"substantive",0.72
"legal",0.36
"eastern",0.08
"polygamous",0.35
"vast",0.73
"light",0.67
"absolute",0.29
"notable",0.37
"official",0.2
"dead",0.05
"typical",0.66
"French",0.16
"experienced",0.47
"uninterrupted",0.48
"Iraqi",0.05
"silky",0.35
"potent",0.35
"present",0.63
"black",0.07
"coastal",0.24
"wet",0.62
"dominant",0.6
"Jewish",0.07
"aggressive",0.56
"blue",0.08
"poor",1
"front",0
"blind",0
"electoral",0
"cheap",1
"enormous",1
"significant",0.96
"outstanding",1
"female",0
"sudden",1
"Christian",0
"American",0
"smart",1
"Iranian",0
"difficult",1
"interesting",1
"inner",0.56
"imposing",1
"ulterior",0
"corporate",0
"only",0
"coincidental",0
"sunny",0.73
"fantastic",1
"similar",0.52
"musical",0
"formal",1
"outer",0.65
"plain",1
"basic",1
"cultural",0.75
"intractable",0.3
"Japanese",0.03
"ancient",0.65
"Parisian",0.1
"Islamic",0.39
"bland",0.79
"dominant",0.7
"enormous",0.79
"eminent",0.55
"early",0.83
"appetizing",0.81
"fundamentalist",0.55
"civil",0.68
"vulnerable",0.8
"exact",0.81
"moral",0.7
"Canadian",0.32
"traditional",0.78
"crappy",0.82
"uninterrupted",0.73
"senior",0.56
"foreign",0.73
"calm",0.8
"spiritual",0.69
"Thai",0.2
"nice",0.79
"total",0.73
"Republican",0.3
"civic",0.35
"tricky",0.64
"annual",0.38
"disgruntled",0.79
"unlawful",0.7
"tall",0.41
"renal",0.73
"efficient",0.6
"soft",0.36
"creative",0.72
"scratchy",0.65
"hard",0.85
"major",0.45
"single",0.69
"cuddly",0.46
"spiritual",0.74
"French",0.25
"full",0.73
"multiple",0.58
"indoor",0.79
"tripartite",0.63
"vulnerable",0.83
"temporary",0.59
"past",0.47
"imminent",0.75
"Moslem",0.55
"right",0.85
"main",0.5
"Christian",0.33
"tactical",0.66
"mountainous",0.35
"covert",0.37
"monthly",0.03
"schizophrenic",0.15
"simple",0.75
"pleasant",0.84
"imminent",0.26
"fine",0.77
"authentic",0.64
"related",0.02
"mere",0.83
"real",0.11
"large",0.69
"small",0.77
"creative",0.85
"happy",0.87
"exact",0.46
"horrible",0.93
"imposing",0.91
"romantic",0.79
"fanatic",0.75
"square",0.64
"additional",0.44
"British",0.05
"possible",0.23
"asymmetrical",0.16
"Palestinian",0.22
"collective",0.18
"dear",0.58
"ideological",0.97
"positive",0.99
"smart",0.73
"southwestern",0.66
"interesting",0.93
"special",0.98
"official",0.46
"recent",0.14
"waterproof",0.06
"small",0.22
"magnetic",0.03
"brave",0.62
"monthly",0.07
"wide",0.35
"foreign",0.69
"gay",0.02
"eastern",0.17
"nearby",0.3
"possible",0.52
"Bangladeshi",0.02
"male",0.03
"scientific",0.08
"mental",0.74
"above",0.49
"plastic",0.49
"psychological",0.21
"Egyptian",0.5
"virtual",0.66
"northern",0.36
"worldwide",0.15
"real",0.04
"adorable",0.5
"lucky",0.85
"corporate",0.19
"electric",0.02
"qualified",0.45
"happy",0.5
"free",0.44
"big",0.18
"modern",0.25
"eerie",0.25
"present",0.04
"scratchy",0.51
"great",0.63
"chemical",0.2
"sudden",0.39
"personal",0.58
"efficient",0.39
"useful",0.41
"silent",0.26
"indoor",0
"cuddly",0.45
"orthographic",0.51
"maritime",0.05
"absolute",0.46
"critical",0.57
"inner",0.54
"African",0.04
"aggressive",0.56
"brave",0.71
"lone",0.44
"fresh",0.62
"solar",0.08
"adorable",1
"electric",0
"military",0.01
"real",0.22
"disgruntled",0.92
"useless",1
"chronic",0.4
"sick",0.73
"brave",0.91
"ideological",0.45
"live",0.27
"eminent",0.9
"above",0.01
"multiple",0.04
"possible",0.82
"great",1
"critical",0.95
"pure",0.51
"little",1
"direct",0.54
"old",0.98
"double",0.09
"sunny",0.01
"official",0.17
"top",0.12
"unusual",1
"wide",0.99
"male",0.1
"terrorist",0.75
"out",0
"best",0.7
"continental",0
"tactical",0.68
"Chinese",0.12
"nearby",0.79
"nice",0.67
"possible",0.08
"shrill",0.73
"minor",0.59
"authentic",1
"Palestinian",0
"fabulous",0.8
"long",0.82
"male",0.07
"double",0.12
"official",0.09
"Jewish",0
"Cuban",0
"short",0.72
"physical",0
"sudden",0.69
"exact",0.26
"Pakistani",0
"indoor",0
"military",0
"brave",0.76
"common",0.64
"honest",0.14
"cultural",0.26
"interesting",0.9
"huge",0.28
"terrorist",0.08
"bland",0.51
"mental",0.49
"electric",0.05
"smart",0.73
"sick",0.14
"presidential",0.09
"urgent",0.25
"preposterous",0.27
"upcoming",0.01
"silent",0.02
"Jewish",0
"appetizing",0.86
"honest",0.04
"modern",0.01
"moral",0.02
"painful",0.54
"Canadian",0.07
"double",0.01
"notable",0.2
"positive",0.56
"near",0.07
"maritime",0.01
"mountainous",0
"legal",0.12
"top",0.02
"wet",0.04
"horrible",0.02
"musical",0.83
"nasty",0.27
"lucky",0.59
"Moslem",0.26
"hopeless",0.77
"honest",0.41
"specific",0.18
"potent",0.25
"blue",0.83
"financial",0.3
"wrong",0.79
"top",0.73
"new",0.22
"large",0.41
"religious",0.68
"American",0.78
"great",0.35
"vegetarian",0.65
"nearby",0.12
"female",0.88
"satisfactory",0.25
"popular",0.33
"tight",0.37
"dirty",0.84
"mountainous",0.19
"antique",0.66
"blind",0.36
"Lebanese",0.32
"real",0.21
"close",0.28
"blind",0.59
"Parisian",0.02
"bloody",0.69
"little",0.8
"flashy",0.85
"fond",0.85
"German",0.01
"persistent",0.75
"Afghan",0.02
"Muslim",0.01
"immediate",0.79
"magnetic",0.69
"presidential",0.53
"silent",0.57
"light",0.62
"cuddly",0.58
"tricky",0.53
"covert",0.4
"musical",0.27
"certain",0.69
"fat",0.52
"military",0.23
"central",0.33
"uninterrupted",0.17
"easy",0.82
"political",0.39
"scientific",0.35
"geometric",0.13
"interim",0.32
"hopeless",0.9
"gay",0.15
"minor",0.04
"nearby",0.88
"specific",0.26
"small",0.81
"basic",0.28
"painful",0.98
"human",0.03
"historical",0.06
"internal",0.19
"outer",0.17
"false",0.07
"economic",0.05
"possible",0.73
"dead",0.15
"top",0.18
"free",0.95
"Australian",0
"smooth",0.79
"blue",0.75
"hard",0.69
"popular",0.93
"vested",0.33
"scratchy",0.84
"Palestinian",0.02
"ulterior",0.2
"whole",0.19
"imposing",0.92
"European",0.17
"psychological",0.61
"painful",0.73
"simple",0.71
"early",0.57
"golden",0.16
"wet",0.18
"lazy",0.87
"medical",0.07
"gay",0.52
"recent",0.66
"beautiful",0.93
"fancy",0.6
"official",0.06
"federal",0
"Vietnamese",0.03
"ecological",0.15
"vast",0.87
"British",0.03
"exact",0.03
"bad",0.78
"huge",0.74
"dirty",0.83
"crappy",0.93
"scratchy",0.74
"limited",0.58
"preposterous",0.76
"fond",0.8
"Mediterranean",0.03
"present",0.54
"soft",0.9
"antique",0.3
"monthly",0.52
"certain",0.05
"annual",0.04
"Moslem",0.48
"coastal",0.51
"Islamic",0.52
"virtual",0.47
"Parisian",0.53
"above",0.04
"polygamous",0.03
"wireless",0.5
"top",0.72
"early",0.73
"Vietnamese",0.05
"civic",0.63
"corrupt",0.66
"elaborate",1
"asymmetrical",0.48
"parliamentary",0.52
"historical",0.77
"graphic",0.73
"French",0.11
"unlawful",0.67
"pure",0.55
"nearby",0.94
"next",0.49
"overall",0.79
"psychological",0.54
"funny",0.74
"horrible",0.79
"popular",0.26
"vital",0.73
"parliamentary",0.9
"lazy",0.57
"proper",0.8
"Australian",0
"Iranian",0
"unlawful",0.63
"simultaneous",0
"good",1
"mere",0.52
"tall",0.19
"indoor",0.1
"brave",0.42
"common",0.25
"Canadian",0
"basic",0.31
"fake",0.19
"preposterous",0.79
"civic",0.73
"German",0
"efficient",0.64
"private",0.2
"dead",0.1
"moral",0.76
"top",0
"cute",0.85
"organized",0.6
"Islamic",0
"Thai",0.03
"official",0.16
"sophisticated",0.77
"blind",0.14
"correct",0.68
"geometric",0
"sufficient",0.95
"brave",0.31
"special",0.87
"new",0.22
"lone",0.68
"personal",0.64
"multiple",0.8
"medical",0.8
"fitted",0.9
"typical",0.49
"bloody",0.12
"only",0.72
"enormous",0.63
"technical",0.67
"smart",1
"numerous",1
"rural",0.18
"planetary",0.74
"electrical",0.82
"financial",0.52
"ecological",0.68
"small",0.21
"fancy",0.03
"mobile",0.29
"mountainous",0.26
"certain",0.5
"parliamentary",0.25
"covert",0.63
"funny",0.81
"fleeting",0.42
"actual",0.43
"wet",0.62
"confidential",0.45
"special",0.73
"preposterous",0.7
"sudden",0.16
"Egyptian",0
"chronic",0.33
"political",0.26
"economic",0.21
"possible",0.64
"coincidental",0.68
"wonderful",0.86
"similar",0.32
"nearby",0.41
"final",0.3
"historical",0.15
"logical",0.2
"live",0.48
"lovely",0.95
"Palestinian",0
"uninterrupted",0.32
"lonely",0.91
"poor",0.76
"classical",0.33
"efficient",0.58
"parliamentary",0.23
"present",0.53
"chronic",0.66
"deliberate",0.67
"graphic",0.72
"best",0.3
"Parisian",0.24
"mental",0.79
"natural",0.74
"ordinary",0.74
"Moslem",0.53
"Malaysian",0.28
"spontaneous",0.64
"blue",0.7
"Indian",0.14
"virtual",0.66
"coastal",0.31
"female",0.38
"out",0.6
"alternative",0.42
"wrong",0.65
"little",0.7
"early",0.66
"hopeless",0.66
"recent",0.65
"temporary",0.59
"fresh",0.62
"veritable",0.73
"sunny",0.62
"imminent",0.35
"Christian",0.09
"magnetic",0.11
"yellow",0.08
"absolute",0
"specific",0
"Afghan",0.02
"fleeting",0.48
"intractable",0.13
"technical",0.54
"lonely",0.49
"loving",0.81
"ecological",0.44
"diligent",0.63
"internal",0.04
"interesting",0.99
"electoral",0.06
"kindly",0.97
"burdensome",0.91
"usual",0.6
"personal",0.64
"social",0.5
"integrated",0.11
"young",0.59
"great",0.53
"hard",0.33
"horrendous",0.36
"entire",0.08
"fake",0.03
"conventional",0.54
"scientific",0.29
"yellow",0.01
"dark",0.25
"Jewish",0.52
"calm",0.57
"golden",0.6
"organized",0.83
"unusual",0.7
"custom",0.73
"certain",0.19
"Russian",0.04
"lucky",0.4
"African",0.05
"fond",0.64
"Republican",0.14
"democratic",0.21
"radical",0.68
"recent",0.55
"ulterior",0.79
"uninterrupted",0.21
"national",0.53
"minor",0.86
"lifelong",0.09
"physical",0.15
"happy",0.97
"strong",0.89
"wealthy",0.89
"early",0.79
"young",0.7
"wireless",0.85
"Mediterranean",0.71
"lone",0.38
"great",0.51
"lucky",0.64
"maritime",0.39
"right",0.43
"imminent",0.68
"antique",0.35
"silent",0.47
"blue",0.68
"biological",0.44
"close",0.26
"financial",0.54
"fanatic",0.63
"slow",0.46
"spontaneous",0.57
"coincidental",0.38
"scratchy",0.58
"brave",0.4
"schizophrenic",0.67
"rude",0.46
"daily",0.31
"tiny",0.53
"major",0.66
"bad",0.46
"out",0.63
"direct",0.37
"severe",0.51
"vast",0.6
"black",0.44
"national",0.94
"schizophrenic",0.03
"major",0.96
"lazy",0.99
"integral",0.94
"different",0.98
"bland",0.01
"potential",0.97
"correct",0.04
"regional",0.97
"mountainous",0.98
"real",0.03
"planetary",0.05
"strategic",0.04
"forceful",0.99
"graphic",0.93
"Lebanese",0
"top",0.03
"adorable",0.94
"moral",0.96
"final",0.97
"vital",0.01
"appetizing",0.99
"Asian",0.04
"economic",0.04
"Muslim",0.02
"dead",0.03
"best",0.98
"happy",0.98
"unique",0.94
"dark",0.62
"Parisian",0
"fancy",0.78
"biological",0.02
"murderous",0.16
"radical",0.15
"average",0.91
"foreign",0.66
"local",0.4
"electoral",0.41
"antique",0.12
"slow",0.98
"useful",0.59
"ideological",0.03
"African",0.03
"Palestinian",0
"disgusting",0.89
"Afghan",0.02
"single",0.5
"integral",0.48
"funny",0.91
"European",0.04
"beautiful",1
"false",0.9
"mountainous",0.7
"vital",0.7
"male",0.69
"orthographic",0.14
"correct",0.92
"past",0.86
"sudden",0.26
"maritime",0.05
"territorial",0.67
"pure",0.79
"free",0.35
"French",0.1
"Iranian",0.06
"imminent",0.25
"Islamic",0.06
"double",0.11
"musical",0.7
"happy",0.78
"fundamentalist",0.3
"different",0.78
"forceful",0.65
"entire",0.11
"multiple",0.1
"plain",0.76
"temporary",0.47
"lazy",0.84
"American",0.13
"front",0.15
"planetary",0.13
"outstanding",0.81
"single",0.13
"light",0.81
"unlawful",0.23
"above",0.36
"sick",0.74
"male",0.05
"strong",0.49
"huge",0.53
"direct",0.52
"Bangladeshi",0
"geometric",0.06
"Mexican",0.97
"eminent",0.5
"plastic",0.04
"spiritual",0.96
"logical",0.24
"common",0.95
"wide",0.53
"old",0.99
"unknown",0.01
"Muslim",0.98
"mere",0.56
"modern",0.97
"limited",0.96
"wet",0.02
"major",0.98
"maritime",0.05
"handsome",0.96
"exact",0.01
"popular",0.96
"ordinary",0.95
"light",0.9
"possible",0.94
"exquisite",0.94
"Malaysian",0.02
"murderous",0.94
"amazing",0.91
"mental",0.27
"parochial",0.66
"historical",0.73
"strategic",0.81
"Afghan",0.77
"double",0.84
"cheap",0.15
"real",0.84
"continental",0.82
"Mexican",0.85
"integral",0.7
"new",0.94
"musical",0.96
"expensive",0.96
"different",0.78
"interim",0.79
"European",0.92
"imposing",0.14
"desperate",0.13
"critical",0.02
"Chinese",0.97
"intractable",0.75
"sudden",0.9
"Israeli",0.92
"vast",0.84
"significant",0.93
"horrible",0.13
"natural",0.78
"virtual",0.79
"Vietnamese",1
"local",0.22
"ancient",0.23
"numerous",0.33
"southwestern",0.28
"mountainous",0.27
"clean",0.38
"notable",1
"Egyptian",0.21
"coincidental",0.5
"gay",0.68
"recent",0.68
