Worker_ID	Gender	Education	Lang	Age	variable	value	polarity	politeness	complexity	item1	item2	item	list
A1I0I	Female	Bachelors degree	English	34	Neg_Low_Morph_Interesting_Uninteresting	5	Neg	Low	Morph	Interesting	Uninteresting	Interesting_Uninteresting	a
A2QQE	Male	Some High School	English	25	Neg_Low_Morph_Interesting_Uninteresting	6	Neg	Low	Morph	Interesting	Uninteresting	Interesting_Uninteresting	a
AT0XK	Female	Bachelors degree	english	35	Neg_Low_Morph_Interesting_Uninteresting	7	Neg	Low	Morph	Interesting	Uninteresting	Interesting_Uninteresting	a
A3194	Female	Bachelors degree	english	24	Neg_Low_Morph_Interesting_Uninteresting	4	Neg	Low	Morph	Interesting	Uninteresting	Interesting_Uninteresting	a
A1LDN	Male	Bachelors degree	english	27	Neg_Low_Morph_Lucky_Unlucky	2	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A3R71	Female	Bachelors degree	English	52	Neg_Low_Morph_Lucky_Unlucky	6	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
AGXET	Female	Graduate degree (Masters, Doctorate, etc.)	English	34	Neg_Low_Morph_Lucky_Unlucky	6	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A17UB	Male	Bachelors degree	english	42	Neg_Low_Morph_Lucky_Unlucky	7	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A171S	Male	Associates degree	english	31	Neg_Low_Morph_Lucky_Unlucky	5	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A2JWL	Male	Bachelors degree	ENGLISH	27	Neg_Low_Morph_Lucky_Unlucky	7	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A2G4G	Male	Bachelors degree	ENGLISH	35	Neg_Low_Morph_Lucky_Unlucky	6	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A1LR5	Female	Bachelors degree	english	53	Neg_Low_Morph_Lucky_Unlucky	6	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
AVI7K	Female	High School Graduate	English	61	Neg_Low_Morph_Lucky_Unlucky	6	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
ADNSF	Male	Graduate degree (Masters, Doctorate, etc.)	English	45	Neg_Low_Morph_Lucky_Unlucky	7	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A2VVI	Female	Bachelors degree	ENGLISH	70	Neg_Low_Morph_Lucky_Unlucky	7	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
AYMTA	Male	Bachelors degree	English	27	Neg_Low_Morph_Lucky_Unlucky	7	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A4OVC	Male	Some High School	English	35	Neg_Low_Morph_Lucky_Unlucky	7	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A2G7N	Male	Bachelors degree	English	32	Neg_Low_Morph_Lucky_Unlucky	5	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A23LW	Female	Bachelors degree	ENGLISH	30	Neg_Low_Morph_Lucky_Unlucky	5	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A29VH	Female	Graduate degree (Masters, Doctorate, etc.)	english	22	Neg_Low_Morph_Lucky_Unlucky	7	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A15SJ	Female	Some college, no degree	english	44	Neg_Low_Morph_Lucky_Unlucky	7	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A1SGE	Female	Bachelors degree	english	22	Neg_Low_Morph_Lucky_Unlucky	5	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A2HTH	Male	Associates degree	ENGLISH	27	Neg_Low_Morph_Lucky_Unlucky	7	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A34MK	Male	Bachelors degree	english	53	Neg_Low_Morph_Lucky_Unlucky	7	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
AZCGS	Male	Some High School	English	24	Neg_Low_Morph_Lucky_Unlucky	6	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A311G	Male	Bachelors degree	English	34	Neg_Low_Morph_Lucky_Unlucky	5	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A76YX	Female	Graduate degree (Masters, Doctorate, etc.)	english	57	Neg_Low_Morph_Lucky_Unlucky	5	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A1WL6	Male	Bachelors degree	english	72	Neg_Low_Morph_Lucky_Unlucky	6	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A10LL	Female	Bachelors degree	english	28	Neg_Low_Morph_Lucky_Unlucky	6	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A1I0I	Female	Bachelors degree	English	34	Neg_Low_Morph_Lucky_Unlucky	6	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A2QQE	Male	Some High School	English	25	Neg_Low_Morph_Lucky_Unlucky	5	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
AT0XK	Female	Bachelors degree	english	35	Neg_Low_Morph_Lucky_Unlucky	7	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A3194	Female	Bachelors degree	english	24	Neg_Low_Morph_Lucky_Unlucky	6	Neg	Low	Morph	Lucky	Unlucky	Lucky_Unlucky	a
A1LDN	Male	Bachelors degree	english	27	Neg_Low_Morph_Polite_Impolite	5	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A3R71	Female	Bachelors degree	English	52	Neg_Low_Morph_Polite_Impolite	5	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
AGXET	Female	Graduate degree (Masters, Doctorate, etc.)	English	34	Neg_Low_Morph_Polite_Impolite	5	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A17UB	Male	Bachelors degree	english	42	Neg_Low_Morph_Polite_Impolite	3	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A171S	Male	Associates degree	english	31	Neg_Low_Morph_Polite_Impolite	6	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A2JWL	Male	Bachelors degree	ENGLISH	27	Neg_Low_Morph_Polite_Impolite	7	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A2G4G	Male	Bachelors degree	ENGLISH	35	Neg_Low_Morph_Polite_Impolite	5	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A1LR5	Female	Bachelors degree	english	53	Neg_Low_Morph_Polite_Impolite	1	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
AVI7K	Female	High School Graduate	English	61	Neg_Low_Morph_Polite_Impolite	6	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
ADNSF	Male	Graduate degree (Masters, Doctorate, etc.)	English	45	Neg_Low_Morph_Polite_Impolite	7	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A2VVI	Female	Bachelors degree	ENGLISH	70	Neg_Low_Morph_Polite_Impolite	3	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
AYMTA	Male	Bachelors degree	English	27	Neg_Low_Morph_Polite_Impolite	6	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A4OVC	Male	Some High School	English	35	Neg_Low_Morph_Polite_Impolite	7	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A2G7N	Male	Bachelors degree	English	32	Neg_Low_Morph_Polite_Impolite	5	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A23LW	Female	Bachelors degree	ENGLISH	30	Neg_Low_Morph_Polite_Impolite	4	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A29VH	Female	Graduate degree (Masters, Doctorate, etc.)	english	22	Neg_Low_Morph_Polite_Impolite	7	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A15SJ	Female	Some college, no degree	english	44	Neg_Low_Morph_Polite_Impolite	7	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A1SGE	Female	Bachelors degree	english	22	Neg_Low_Morph_Polite_Impolite	6	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A2HTH	Male	Associates degree	ENGLISH	27	Neg_Low_Morph_Polite_Impolite	7	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A34MK	Male	Bachelors degree	english	53	Neg_Low_Morph_Polite_Impolite	7	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
AZCGS	Male	Some High School	English	24	Neg_Low_Morph_Polite_Impolite	7	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A311G	Male	Bachelors degree	English	34	Neg_Low_Morph_Polite_Impolite	6	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A76YX	Female	Graduate degree (Masters, Doctorate, etc.)	english	57	Neg_Low_Morph_Polite_Impolite	5	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A1WL6	Male	Bachelors degree	english	72	Neg_Low_Morph_Polite_Impolite	6	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A10LL	Female	Bachelors degree	english	28	Neg_Low_Morph_Polite_Impolite	5	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A1I0I	Female	Bachelors degree	English	34	Neg_Low_Morph_Polite_Impolite	4	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A2QQE	Male	Some High School	English	25	Neg_Low_Morph_Polite_Impolite	6	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
AT0XK	Female	Bachelors degree	english	35	Neg_Low_Morph_Polite_Impolite	7	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A3194	Female	Bachelors degree	english	24	Neg_Low_Morph_Polite_Impolite	2	Neg	Low	Morph	Polite	Impolite	Polite_Impolite	a
A1LDN	Male	Bachelors degree	english	27	Neg_Low_Morph_Possible_Impossible	3	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A3R71	Female	Bachelors degree	English	52	Neg_Low_Morph_Possible_Impossible	5	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
AGXET	Female	Graduate degree (Masters, Doctorate, etc.)	English	34	Neg_Low_Morph_Possible_Impossible	4	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A17UB	Male	Bachelors degree	english	42	Neg_Low_Morph_Possible_Impossible	7	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A171S	Male	Associates degree	english	31	Neg_Low_Morph_Possible_Impossible	5	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A2JWL	Male	Bachelors degree	ENGLISH	27	Neg_Low_Morph_Possible_Impossible	7	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A2G4G	Male	Bachelors degree	ENGLISH	35	Neg_Low_Morph_Possible_Impossible	5	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A1LR5	Female	Bachelors degree	english	53	Neg_Low_Morph_Possible_Impossible	3	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
AVI7K	Female	High School Graduate	English	61	Neg_Low_Morph_Possible_Impossible	6	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
ADNSF	Male	Graduate degree (Masters, Doctorate, etc.)	English	45	Neg_Low_Morph_Possible_Impossible	7	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A2VVI	Female	Bachelors degree	ENGLISH	70	Neg_Low_Morph_Possible_Impossible	7	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
AYMTA	Male	Bachelors degree	English	27	Neg_Low_Morph_Possible_Impossible	7	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A4OVC	Male	Some High School	English	35	Neg_Low_Morph_Possible_Impossible	7	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A2G7N	Male	Bachelors degree	English	32	Neg_Low_Morph_Possible_Impossible	2	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A23LW	Female	Bachelors degree	ENGLISH	30	Neg_Low_Morph_Possible_Impossible	6	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A29VH	Female	Graduate degree (Masters, Doctorate, etc.)	english	22	Neg_Low_Morph_Possible_Impossible	7	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A15SJ	Female	Some college, no degree	english	44	Neg_Low_Morph_Possible_Impossible	7	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A1SGE	Female	Bachelors degree	english	22	Neg_Low_Morph_Possible_Impossible	5	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A2HTH	Male	Associates degree	ENGLISH	27	Neg_Low_Morph_Possible_Impossible	7	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A34MK	Male	Bachelors degree	english	53	Neg_Low_Morph_Possible_Impossible	5	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
AZCGS	Male	Some High School	English	24	Neg_Low_Morph_Possible_Impossible	1	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A311G	Male	Bachelors degree	English	34	Neg_Low_Morph_Possible_Impossible	6	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A76YX	Female	Graduate degree (Masters, Doctorate, etc.)	english	57	Neg_Low_Morph_Possible_Impossible	5	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A1WL6	Male	Bachelors degree	english	72	Neg_Low_Morph_Possible_Impossible	2	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A10LL	Female	Bachelors degree	english	28	Neg_Low_Morph_Possible_Impossible	6	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A1I0I	Female	Bachelors degree	English	34	Neg_Low_Morph_Possible_Impossible	5	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A2QQE	Male	Some High School	English	25	Neg_Low_Morph_Possible_Impossible	6	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
AT0XK	Female	Bachelors degree	english	35	Neg_Low_Morph_Possible_Impossible	7	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A3194	Female	Bachelors degree	english	24	Neg_Low_Morph_Possible_Impossible	2	Neg	Low	Morph	Possible	Impossible	Possible_Impossible	a
A1LDN	Male	Bachelors degree	english	27	Neg_Low_Morph_Satisfactory_Unsatisfactory	6	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A3R71	Female	Bachelors degree	English	52	Neg_Low_Morph_Satisfactory_Unsatisfactory	5	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
AGXET	Female	Graduate degree (Masters, Doctorate, etc.)	English	34	Neg_Low_Morph_Satisfactory_Unsatisfactory	6	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A17UB	Male	Bachelors degree	english	42	Neg_Low_Morph_Satisfactory_Unsatisfactory	7	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A171S	Male	Associates degree	english	31	Neg_Low_Morph_Satisfactory_Unsatisfactory	5	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A2JWL	Male	Bachelors degree	ENGLISH	27	Neg_Low_Morph_Satisfactory_Unsatisfactory	7	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A2G4G	Male	Bachelors degree	ENGLISH	35	Neg_Low_Morph_Satisfactory_Unsatisfactory	6	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A1LR5	Female	Bachelors degree	english	53	Neg_Low_Morph_Satisfactory_Unsatisfactory	6	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
AVI7K	Female	High School Graduate	English	61	Neg_Low_Morph_Satisfactory_Unsatisfactory	6	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
ADNSF	Male	Graduate degree (Masters, Doctorate, etc.)	English	45	Neg_Low_Morph_Satisfactory_Unsatisfactory	7	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A2VVI	Female	Bachelors degree	ENGLISH	70	Neg_Low_Morph_Satisfactory_Unsatisfactory	5	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
AYMTA	Male	Bachelors degree	English	27	Neg_Low_Morph_Satisfactory_Unsatisfactory	7	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A4OVC	Male	Some High School	English	35	Neg_Low_Morph_Satisfactory_Unsatisfactory	6	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A2G7N	Male	Bachelors degree	English	32	Neg_Low_Morph_Satisfactory_Unsatisfactory	5	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A23LW	Female	Bachelors degree	ENGLISH	30	Neg_Low_Morph_Satisfactory_Unsatisfactory	4	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A29VH	Female	Graduate degree (Masters, Doctorate, etc.)	english	22	Neg_Low_Morph_Satisfactory_Unsatisfactory	7	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A15SJ	Female	Some college, no degree	english	44	Neg_Low_Morph_Satisfactory_Unsatisfactory	5	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A1SGE	Female	Bachelors degree	english	22	Neg_Low_Morph_Satisfactory_Unsatisfactory	5	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A2HTH	Male	Associates degree	ENGLISH	27	Neg_Low_Morph_Satisfactory_Unsatisfactory	7	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A34MK	Male	Bachelors degree	english	53	Neg_Low_Morph_Satisfactory_Unsatisfactory	7	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
AZCGS	Male	Some High School	English	24	Neg_Low_Morph_Satisfactory_Unsatisfactory	5	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A311G	Male	Bachelors degree	English	34	Neg_Low_Morph_Satisfactory_Unsatisfactory	6	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A76YX	Female	Graduate degree (Masters, Doctorate, etc.)	english	57	Neg_Low_Morph_Satisfactory_Unsatisfactory	5	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A1WL6	Male	Bachelors degree	english	72	Neg_Low_Morph_Satisfactory_Unsatisfactory	2	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A10LL	Female	Bachelors degree	english	28	Neg_Low_Morph_Satisfactory_Unsatisfactory	4	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A1I0I	Female	Bachelors degree	English	34	Neg_Low_Morph_Satisfactory_Unsatisfactory	6	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A2QQE	Male	Some High School	English	25	Neg_Low_Morph_Satisfactory_Unsatisfactory	6	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
AT0XK	Female	Bachelors degree	english	35	Neg_Low_Morph_Satisfactory_Unsatisfactory	7	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A3194	Female	Bachelors degree	english	24	Neg_Low_Morph_Satisfactory_Unsatisfactory	2	Neg	Low	Morph	Satisfactory	Unsatisfactory	Satisfactory_Unsatisfactory	a
A1LDN	Male	Bachelors degree	english	27	Neg_Low_Morph_Useful_Useless	2	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A3R71	Female	Bachelors degree	English	52	Neg_Low_Morph_Useful_Useless	5	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
AGXET	Female	Graduate degree (Masters, Doctorate, etc.)	English	34	Neg_Low_Morph_Useful_Useless	6	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A17UB	Male	Bachelors degree	english	42	Neg_Low_Morph_Useful_Useless	5	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A171S	Male	Associates degree	english	31	Neg_Low_Morph_Useful_Useless	6	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A2JWL	Male	Bachelors degree	ENGLISH	27	Neg_Low_Morph_Useful_Useless	7	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A2G4G	Male	Bachelors degree	ENGLISH	35	Neg_Low_Morph_Useful_Useless	5	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A1LR5	Female	Bachelors degree	english	53	Neg_Low_Morph_Useful_Useless	4	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
AVI7K	Female	High School Graduate	English	61	Neg_Low_Morph_Useful_Useless	6	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
ADNSF	Male	Graduate degree (Masters, Doctorate, etc.)	English	45	Neg_Low_Morph_Useful_Useless	6	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A2VVI	Female	Bachelors degree	ENGLISH	70	Neg_Low_Morph_Useful_Useless	4	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
AYMTA	Male	Bachelors degree	English	27	Neg_Low_Morph_Useful_Useless	3	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A4OVC	Male	Some High School	English	35	Neg_Low_Morph_Useful_Useless	5	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A2G7N	Male	Bachelors degree	English	32	Neg_Low_Morph_Useful_Useless	5	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A23LW	Female	Bachelors degree	ENGLISH	30	Neg_Low_Morph_Useful_Useless	5	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A29VH	Female	Graduate degree (Masters, Doctorate, etc.)	english	22	Neg_Low_Morph_Useful_Useless	7	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A15SJ	Female	Some college, no degree	english	44	Neg_Low_Morph_Useful_Useless	7	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A1SGE	Female	Bachelors degree	english	22	Neg_Low_Morph_Useful_Useless	5	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A2HTH	Male	Associates degree	ENGLISH	27	Neg_Low_Morph_Useful_Useless	7	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A34MK	Male	Bachelors degree	english	53	Neg_Low_Morph_Useful_Useless	7	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
AZCGS	Male	Some High School	English	24	Neg_Low_Morph_Useful_Useless	7	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A311G	Male	Bachelors degree	English	34	Neg_Low_Morph_Useful_Useless	7	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A76YX	Female	Graduate degree (Masters, Doctorate, etc.)	english	57	Neg_Low_Morph_Useful_Useless	5	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A1WL6	Male	Bachelors degree	english	72	Neg_Low_Morph_Useful_Useless	6	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A10LL	Female	Bachelors degree	english	28	Neg_Low_Morph_Useful_Useless	4	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A1I0I	Female	Bachelors degree	English	34	Neg_Low_Morph_Useful_Useless	5	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A2QQE	Male	Some High School	English	25	Neg_Low_Morph_Useful_Useless	6	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
AT0XK	Female	Bachelors degree	english	35	Neg_Low_Morph_Useful_Useless	7	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A3194	Female	Bachelors degree	english	24	Neg_Low_Morph_Useful_Useless	2	Neg	Low	Morph	Useful	Useless	Useful_Useless	a
A1LDN	Male	Bachelors degree	english	27	Neg_Low_Nonmorph_Good_Bad	2	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
A3R71	Female	Bachelors degree	English	52	Neg_Low_Nonmorph_Good_Bad	5	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
AGXET	Female	Graduate degree (Masters, Doctorate, etc.)	English	34	Neg_Low_Nonmorph_Good_Bad	6	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
A17UB	Male	Bachelors degree	english	42	Neg_Low_Nonmorph_Good_Bad	7	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
A171S	Male	Associates degree	english	31	Neg_Low_Nonmorph_Good_Bad	5	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
A2JWL	Male	Bachelors degree	ENGLISH	27	Neg_Low_Nonmorph_Good_Bad	7	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
A2G4G	Male	Bachelors degree	ENGLISH	35	Neg_Low_Nonmorph_Good_Bad	6	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
A1LR5	Female	Bachelors degree	english	53	Neg_Low_Nonmorph_Good_Bad	4	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
AVI7K	Female	High School Graduate	English	61	Neg_Low_Nonmorph_Good_Bad	4	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
ADNSF	Male	Graduate degree (Masters, Doctorate, etc.)	English	45	Neg_Low_Nonmorph_Good_Bad	7	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
A2VVI	Female	Bachelors degree	ENGLISH	70	Neg_Low_Nonmorph_Good_Bad	4	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
AYMTA	Male	Bachelors degree	English	27	Neg_Low_Nonmorph_Good_Bad	7	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
A4OVC	Male	Some High School	English	35	Neg_Low_Nonmorph_Good_Bad	7	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
A2G7N	Male	Bachelors degree	English	32	Neg_Low_Nonmorph_Good_Bad	5	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
A23LW	Female	Bachelors degree	ENGLISH	30	Neg_Low_Nonmorph_Good_Bad	6	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
A29VH	Female	Graduate degree (Masters, Doctorate, etc.)	english	22	Neg_Low_Nonmorph_Good_Bad	7	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
A15SJ	Female	Some college, no degree	english	44	Neg_Low_Nonmorph_Good_Bad	7	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
A1SGE	Female	Bachelors degree	english	22	Neg_Low_Nonmorph_Good_Bad	6	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
A2HTH	Male	Associates degree	ENGLISH	27	Neg_Low_Nonmorph_Good_Bad	7	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
A34MK	Male	Bachelors degree	english	53	Neg_Low_Nonmorph_Good_Bad	6	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
AZCGS	Male	Some High School	English	24	Neg_Low_Nonmorph_Good_Bad	6	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
A311G	Male	Bachelors degree	English	34	Neg_Low_Nonmorph_Good_Bad	6	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
A76YX	Female	Graduate degree (Masters, Doctorate, etc.)	english	57	Neg_Low_Nonmorph_Good_Bad	5	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
A1WL6	Male	Bachelors degree	english	72	Neg_Low_Nonmorph_Good_Bad	6	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
A10LL	Female	Bachelors degree	english	28	Neg_Low_Nonmorph_Good_Bad	4	Neg	Low	Nonmorph	Good	Bad	Good_Bad	a
