Worker_ID	Gender	Education	Lang	Age	variable	value	polarity	complexity	context	item1	item2	list	item	adjective
A2PIF	Female	Some college, no degree	english	21	Nonstand_Neg_Morph_Friendly_Unfriendly	6	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
A3D2G	Female	Bachelors degree	english	35	Nonstand_Neg_Morph_Friendly_Unfriendly	5	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
A3VL1	Male	Bachelors degree	English	56	Nonstand_Neg_Morph_Friendly_Unfriendly	7	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
A3LET	Male	Bachelors degree	english	23	Nonstand_Neg_Morph_Friendly_Unfriendly	3	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
A1C3E	Male	Graduate degree (Masters, Doctorate, etc.)	ENGLISH	35	Nonstand_Neg_Morph_Friendly_Unfriendly	2	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
A4I69	Male	Graduate degree (Masters, Doctorate, etc.)	english	30	Nonstand_Neg_Morph_Friendly_Unfriendly	2	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
A1NLK	Male	Bachelors degree	english	58	Nonstand_Neg_Morph_Friendly_Unfriendly	7	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
A2541	Male	Associates degree	English	29	Nonstand_Neg_Morph_Friendly_Unfriendly	7	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
A230G	Female	Some college, no degree	English	28	Nonstand_Neg_Morph_Friendly_Unfriendly	4	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
A3KP8	Female	Associates degree	English	56	Nonstand_Neg_Morph_Friendly_Unfriendly	5	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
A4W9A	Male	Bachelors degree	english	39	Nonstand_Neg_Morph_Friendly_Unfriendly	5	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
A34XU	Female	Bachelors degree	English	24	Nonstand_Neg_Morph_Friendly_Unfriendly	3	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
A1V2H	Male	Some college, no degree	English	60	Nonstand_Neg_Morph_Friendly_Unfriendly	4	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
A95E6	Female	Bachelors degree	ENGLISH	35	Nonstand_Neg_Morph_Friendly_Unfriendly	NA	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
A1BVG	Female	High School Graduate	english	43	Nonstand_Neg_Morph_Friendly_Unfriendly	7	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
A2RWL	Male	Bachelors degree	Chinese	28	Nonstand_Neg_Morph_Friendly_Unfriendly	4	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
A2D34	Male	Bachelors degree	english	56	Nonstand_Neg_Morph_Friendly_Unfriendly	NA	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
ASTR3	Male	Associates degree	english	30	Nonstand_Neg_Morph_Friendly_Unfriendly	4	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
A2XCE	Male	Graduate degree (Masters, Doctorate, etc.)	English	28	Nonstand_Neg_Morph_Friendly_Unfriendly	7	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
AOFDU	Female	Bachelors degree	english	31	Nonstand_Neg_Morph_Friendly_Unfriendly	5	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
ARWN6	Male	Bachelors degree	english	33	Nonstand_Neg_Morph_Friendly_Unfriendly	4	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
A1GKD	Female	Associates degree	eng	58	Nonstand_Neg_Morph_Friendly_Unfriendly	5	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
AQ9WD	Female	Bachelors degree	English	26	Nonstand_Neg_Morph_Friendly_Unfriendly	6	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
A2GJJ	Male	Bachelors degree	ENGLISH	28	Nonstand_Neg_Morph_Friendly_Unfriendly	7	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
AEF74	Male	Bachelors degree	English	41	Nonstand_Neg_Morph_Friendly_Unfriendly	5	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
A2TKF	Female	Bachelors degree	english	35	Nonstand_Neg_Morph_Friendly_Unfriendly	6	Neg	Morph	Nonstand	Friendly	Unfriendly	a	Friendly_Unfriendly	unfriendly
A2RHE	Female	High School Graduate	English	30	Nonstand_Neg_Morph_Happy_Unhappy	7	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
AZ99T	Male	Graduate degree (Masters, Doctorate, etc.)	English	28	Nonstand_Neg_Morph_Happy_Unhappy	2	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A15GL	Male	Bachelors degree	English	32	Nonstand_Neg_Morph_Happy_Unhappy	7	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A3W0K	Male	Bachelors degree	English	25	Nonstand_Neg_Morph_Happy_Unhappy	5	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A1ETE	Female	Some college, no degree	English	47	Nonstand_Neg_Morph_Happy_Unhappy	7	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A3GE8	Female	Graduate degree (Masters, Doctorate, etc.)	English	28	Nonstand_Neg_Morph_Happy_Unhappy	6	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A1Z8A	Male	Bachelors degree	english	30	Nonstand_Neg_Morph_Happy_Unhappy	5	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A2JCX	Male	Bachelors degree	english	35	Nonstand_Neg_Morph_Happy_Unhappy	NA	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A3LVO	Female	Bachelors degree	English	28	Nonstand_Neg_Morph_Happy_Unhappy	6	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A1MTR	Female	Associates degree	English	57	Nonstand_Neg_Morph_Happy_Unhappy	7	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A2YTO	Female	Associates degree	English	46	Nonstand_Neg_Morph_Happy_Unhappy	7	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A23NU	Female	Bachelors degree	English	22	Nonstand_Neg_Morph_Happy_Unhappy	4	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
AYCHP	Female	Bachelors degree	English	46	Nonstand_Neg_Morph_Happy_Unhappy	5	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A2B3E	Male	Bachelors degree	English	31	Nonstand_Neg_Morph_Happy_Unhappy	2	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A1WVL	Male	Bachelors degree	English	29	Nonstand_Neg_Morph_Happy_Unhappy	6	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A2QBF	Male	Associates degree	English	38	Nonstand_Neg_Morph_Happy_Unhappy	6	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A3KWA	Male	High School Graduate	English	31	Nonstand_Neg_Morph_Happy_Unhappy	6	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
AERTM	Male	Bachelors degree	english	30	Nonstand_Neg_Morph_Happy_Unhappy	5	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A3EZ3	Male	High School Graduate	English	40	Nonstand_Neg_Morph_Happy_Unhappy	6	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A2PIF	Female	Some college, no degree	english	21	Nonstand_Neg_Morph_Happy_Unhappy	3	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A3D2G	Female	Bachelors degree	english	35	Nonstand_Neg_Morph_Happy_Unhappy	6	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A3VL1	Male	Bachelors degree	English	56	Nonstand_Neg_Morph_Happy_Unhappy	4	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A3LET	Male	Bachelors degree	english	23	Nonstand_Neg_Morph_Happy_Unhappy	4	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A1C3E	Male	Graduate degree (Masters, Doctorate, etc.)	ENGLISH	35	Nonstand_Neg_Morph_Happy_Unhappy	7	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A4I69	Male	Graduate degree (Masters, Doctorate, etc.)	english	30	Nonstand_Neg_Morph_Happy_Unhappy	5	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A1NLK	Male	Bachelors degree	english	58	Nonstand_Neg_Morph_Happy_Unhappy	1	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A2541	Male	Associates degree	English	29	Nonstand_Neg_Morph_Happy_Unhappy	7	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A230G	Female	Some college, no degree	English	28	Nonstand_Neg_Morph_Happy_Unhappy	4	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A3KP8	Female	Associates degree	English	56	Nonstand_Neg_Morph_Happy_Unhappy	5	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A4W9A	Male	Bachelors degree	english	39	Nonstand_Neg_Morph_Happy_Unhappy	4	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A34XU	Female	Bachelors degree	English	24	Nonstand_Neg_Morph_Happy_Unhappy	3	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A1V2H	Male	Some college, no degree	English	60	Nonstand_Neg_Morph_Happy_Unhappy	4	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A95E6	Female	Bachelors degree	ENGLISH	35	Nonstand_Neg_Morph_Happy_Unhappy	NA	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A1BVG	Female	High School Graduate	english	43	Nonstand_Neg_Morph_Happy_Unhappy	1	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A2RWL	Male	Bachelors degree	Chinese	28	Nonstand_Neg_Morph_Happy_Unhappy	4	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A2D34	Male	Bachelors degree	english	56	Nonstand_Neg_Morph_Happy_Unhappy	NA	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
ASTR3	Male	Associates degree	english	30	Nonstand_Neg_Morph_Happy_Unhappy	4	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A2XCE	Male	Graduate degree (Masters, Doctorate, etc.)	English	28	Nonstand_Neg_Morph_Happy_Unhappy	1	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
AOFDU	Female	Bachelors degree	english	31	Nonstand_Neg_Morph_Happy_Unhappy	4	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
ARWN6	Male	Bachelors degree	english	33	Nonstand_Neg_Morph_Happy_Unhappy	5	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A1GKD	Female	Associates degree	eng	58	Nonstand_Neg_Morph_Happy_Unhappy	4	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
AQ9WD	Female	Bachelors degree	English	26	Nonstand_Neg_Morph_Happy_Unhappy	7	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A2GJJ	Male	Bachelors degree	ENGLISH	28	Nonstand_Neg_Morph_Happy_Unhappy	7	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
AEF74	Male	Bachelors degree	English	41	Nonstand_Neg_Morph_Happy_Unhappy	5	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A2TKF	Female	Bachelors degree	english	35	Nonstand_Neg_Morph_Happy_Unhappy	6	Neg	Morph	Nonstand	Happy	Unhappy	a	Happy_Unhappy	unhappy
A2RHE	Female	High School Graduate	English	30	Nonstand_Neg_Morph_Interesting_Uninteresting	7	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
AZ99T	Male	Graduate degree (Masters, Doctorate, etc.)	English	28	Nonstand_Neg_Morph_Interesting_Uninteresting	2	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A15GL	Male	Bachelors degree	English	32	Nonstand_Neg_Morph_Interesting_Uninteresting	7	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A3W0K	Male	Bachelors degree	English	25	Nonstand_Neg_Morph_Interesting_Uninteresting	3	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A1ETE	Female	Some college, no degree	English	47	Nonstand_Neg_Morph_Interesting_Uninteresting	7	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A3GE8	Female	Graduate degree (Masters, Doctorate, etc.)	English	28	Nonstand_Neg_Morph_Interesting_Uninteresting	5	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A1Z8A	Male	Bachelors degree	english	30	Nonstand_Neg_Morph_Interesting_Uninteresting	5	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A2JCX	Male	Bachelors degree	english	35	Nonstand_Neg_Morph_Interesting_Uninteresting	6	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A3LVO	Female	Bachelors degree	English	28	Nonstand_Neg_Morph_Interesting_Uninteresting	5	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A1MTR	Female	Associates degree	English	57	Nonstand_Neg_Morph_Interesting_Uninteresting	7	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A2YTO	Female	Associates degree	English	46	Nonstand_Neg_Morph_Interesting_Uninteresting	7	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A23NU	Female	Bachelors degree	English	22	Nonstand_Neg_Morph_Interesting_Uninteresting	3	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
AYCHP	Female	Bachelors degree	English	46	Nonstand_Neg_Morph_Interesting_Uninteresting	3	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A2B3E	Male	Bachelors degree	English	31	Nonstand_Neg_Morph_Interesting_Uninteresting	2	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A1WVL	Male	Bachelors degree	English	29	Nonstand_Neg_Morph_Interesting_Uninteresting	6	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A2QBF	Male	Associates degree	English	38	Nonstand_Neg_Morph_Interesting_Uninteresting	4	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A3KWA	Male	High School Graduate	English	31	Nonstand_Neg_Morph_Interesting_Uninteresting	5	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
AERTM	Male	Bachelors degree	english	30	Nonstand_Neg_Morph_Interesting_Uninteresting	4	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A3EZ3	Male	High School Graduate	English	40	Nonstand_Neg_Morph_Interesting_Uninteresting	1	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A2PIF	Female	Some college, no degree	english	21	Nonstand_Neg_Morph_Interesting_Uninteresting	3	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A3D2G	Female	Bachelors degree	english	35	Nonstand_Neg_Morph_Interesting_Uninteresting	5	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A3VL1	Male	Bachelors degree	English	56	Nonstand_Neg_Morph_Interesting_Uninteresting	4	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A3LET	Male	Bachelors degree	english	23	Nonstand_Neg_Morph_Interesting_Uninteresting	4	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A1C3E	Male	Graduate degree (Masters, Doctorate, etc.)	ENGLISH	35	Nonstand_Neg_Morph_Interesting_Uninteresting	7	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A4I69	Male	Graduate degree (Masters, Doctorate, etc.)	english	30	Nonstand_Neg_Morph_Interesting_Uninteresting	2	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A1NLK	Male	Bachelors degree	english	58	Nonstand_Neg_Morph_Interesting_Uninteresting	1	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A2541	Male	Associates degree	English	29	Nonstand_Neg_Morph_Interesting_Uninteresting	7	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A230G	Female	Some college, no degree	English	28	Nonstand_Neg_Morph_Interesting_Uninteresting	4	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A3KP8	Female	Associates degree	English	56	Nonstand_Neg_Morph_Interesting_Uninteresting	5	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A4W9A	Male	Bachelors degree	english	39	Nonstand_Neg_Morph_Interesting_Uninteresting	4	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A34XU	Female	Bachelors degree	English	24	Nonstand_Neg_Morph_Interesting_Uninteresting	4	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A1V2H	Male	Some college, no degree	English	60	Nonstand_Neg_Morph_Interesting_Uninteresting	4	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A95E6	Female	Bachelors degree	ENGLISH	35	Nonstand_Neg_Morph_Interesting_Uninteresting	NA	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A1BVG	Female	High School Graduate	english	43	Nonstand_Neg_Morph_Interesting_Uninteresting	7	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A2RWL	Male	Bachelors degree	Chinese	28	Nonstand_Neg_Morph_Interesting_Uninteresting	4	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A2D34	Male	Bachelors degree	english	56	Nonstand_Neg_Morph_Interesting_Uninteresting	NA	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
ASTR3	Male	Associates degree	english	30	Nonstand_Neg_Morph_Interesting_Uninteresting	4	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A2XCE	Male	Graduate degree (Masters, Doctorate, etc.)	English	28	Nonstand_Neg_Morph_Interesting_Uninteresting	1	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
AOFDU	Female	Bachelors degree	english	31	Nonstand_Neg_Morph_Interesting_Uninteresting	5	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
ARWN6	Male	Bachelors degree	english	33	Nonstand_Neg_Morph_Interesting_Uninteresting	4	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A1GKD	Female	Associates degree	eng	58	Nonstand_Neg_Morph_Interesting_Uninteresting	4	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
AQ9WD	Female	Bachelors degree	English	26	Nonstand_Neg_Morph_Interesting_Uninteresting	1	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A2GJJ	Male	Bachelors degree	ENGLISH	28	Nonstand_Neg_Morph_Interesting_Uninteresting	7	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
AEF74	Male	Bachelors degree	English	41	Nonstand_Neg_Morph_Interesting_Uninteresting	5	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A2TKF	Female	Bachelors degree	english	35	Nonstand_Neg_Morph_Interesting_Uninteresting	5	Neg	Morph	Nonstand	Interesting	Uninteresting	a	Interesting_Uninteresting	uninteresting
A2RHE	Female	High School Graduate	English	30	Nonstand_Neg_Morph_Lucky_Unlucky	7	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
AZ99T	Male	Graduate degree (Masters, Doctorate, etc.)	English	28	Nonstand_Neg_Morph_Lucky_Unlucky	4	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A15GL	Male	Bachelors degree	English	32	Nonstand_Neg_Morph_Lucky_Unlucky	7	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A3W0K	Male	Bachelors degree	English	25	Nonstand_Neg_Morph_Lucky_Unlucky	6	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A1ETE	Female	Some college, no degree	English	47	Nonstand_Neg_Morph_Lucky_Unlucky	6	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A3GE8	Female	Graduate degree (Masters, Doctorate, etc.)	English	28	Nonstand_Neg_Morph_Lucky_Unlucky	5	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A1Z8A	Male	Bachelors degree	english	30	Nonstand_Neg_Morph_Lucky_Unlucky	5	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A2JCX	Male	Bachelors degree	english	35	Nonstand_Neg_Morph_Lucky_Unlucky	6	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A3LVO	Female	Bachelors degree	English	28	Nonstand_Neg_Morph_Lucky_Unlucky	6	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A1MTR	Female	Associates degree	English	57	Nonstand_Neg_Morph_Lucky_Unlucky	7	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A2YTO	Female	Associates degree	English	46	Nonstand_Neg_Morph_Lucky_Unlucky	7	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A23NU	Female	Bachelors degree	English	22	Nonstand_Neg_Morph_Lucky_Unlucky	3	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
AYCHP	Female	Bachelors degree	English	46	Nonstand_Neg_Morph_Lucky_Unlucky	5	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A2B3E	Male	Bachelors degree	English	31	Nonstand_Neg_Morph_Lucky_Unlucky	6	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A1WVL	Male	Bachelors degree	English	29	Nonstand_Neg_Morph_Lucky_Unlucky	6	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A2QBF	Male	Associates degree	English	38	Nonstand_Neg_Morph_Lucky_Unlucky	5	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A3KWA	Male	High School Graduate	English	31	Nonstand_Neg_Morph_Lucky_Unlucky	4	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
AERTM	Male	Bachelors degree	english	30	Nonstand_Neg_Morph_Lucky_Unlucky	4	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A3EZ3	Male	High School Graduate	English	40	Nonstand_Neg_Morph_Lucky_Unlucky	7	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A2PIF	Female	Some college, no degree	english	21	Nonstand_Neg_Morph_Lucky_Unlucky	4	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A3D2G	Female	Bachelors degree	english	35	Nonstand_Neg_Morph_Lucky_Unlucky	6	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A3VL1	Male	Bachelors degree	English	56	Nonstand_Neg_Morph_Lucky_Unlucky	7	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A3LET	Male	Bachelors degree	english	23	Nonstand_Neg_Morph_Lucky_Unlucky	4	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A1C3E	Male	Graduate degree (Masters, Doctorate, etc.)	ENGLISH	35	Nonstand_Neg_Morph_Lucky_Unlucky	7	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A4I69	Male	Graduate degree (Masters, Doctorate, etc.)	english	30	Nonstand_Neg_Morph_Lucky_Unlucky	5	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A1NLK	Male	Bachelors degree	english	58	Nonstand_Neg_Morph_Lucky_Unlucky	1	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A2541	Male	Associates degree	English	29	Nonstand_Neg_Morph_Lucky_Unlucky	7	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A230G	Female	Some college, no degree	English	28	Nonstand_Neg_Morph_Lucky_Unlucky	4	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A3KP8	Female	Associates degree	English	56	Nonstand_Neg_Morph_Lucky_Unlucky	5	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
A4W9A	Male	Bachelors degree	english	39	Nonstand_Neg_Morph_Lucky_Unlucky	4	Neg	Morph	Nonstand	Lucky	Unlucky	a	Lucky_Unlucky	unlucky
